web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image
"1613205061-3635","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix SCAR 15 G532LV, FHD 240Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 8GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Free DOS, Black","7.799,99 RON","Nu este in stoc","20","https://www.pcgarage.ro/notebook-laptop/pagina20/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix SCAR 15 G532LV, FHD 240Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 8GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-strix-scar-15-g532lv-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-8gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-black/","https://4.grgs.ro/images/products/1/2045418/2060358/thumbnails/gaming-156-rog-strix-scar-15-g532lws-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-super-8gb-fr-d0fbfae5e9ace65dbe71a2d9d0592127.jpg, https://5.grgs.ro/images/products/1/2045418/2060358/normal/gaming-156-rog-strix-scar-15-g532lws-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-super-8gb-fr-d0fbfae5e9ace65dbe71a2d9d0592127.jpg 2x"
"1613204899-1888","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black, 4-Zone RGB","5.899,99 RON","Nu este in stoc","11","https://www.pcgarage.ro/notebook-laptop/pagina11/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-no-os-phantom-black-4-zone-rgb/","https://1.grgs.ro/images/products/1/7960/2056306/thumbnails/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-0d668ac93b20ecb0bf4aa3bd960614a3.jpg, https://2.grgs.ro/images/products/1/7960/2056306/normal/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-0d668ac93b20ecb0bf4aa3bd960614a3.jpg 2x"
"1613204917-2129","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' GP66 Leopard 10UH, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 3080 16GB, No OS, Black","10.999,99 RON","Disponibil in 9 zile","8","https://www.pcgarage.ro/notebook-laptop/pagina8/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' GP66 Leopard 10UH, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 3080 16GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/msi/gaming-156-gp66-leopard-10uh-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-3080-16gb-no-os-black/","https://1.grgs.ro/images/products/1/352/2127122/thumbnails/gaming-156-gp66-leopard-10uh-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-3080-8gb-no-os-black-3aad09cfb473887a24f0333f1b0e9599.jpg, https://1.grgs.ro/images/products/1/352/2127122/normal/gaming-156-gp66-leopard-10uh-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-3080-8gb-no-os-black-3aad09cfb473887a24f0333f1b0e9599.jpg 2x"
"1613205197-4492","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black, 4-Zone RGB","5.398,99 RON","Stoc magazin limitat","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05h-fhd-120hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-no-os-phantom-black-4-zone-rgb/","https://2.grgs.ro/images/products/1/7960/2062526/thumbnails/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg, https://4.grgs.ro/images/products/1/7960/2062526/normal/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg 2x"
"1613205197-4478","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' ProBook 450 G7, FHD, Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), 8GB DDR4, 256GB SSD, GeForce MX130 2GB, Win 10 Pro, Silver","4.198,99 RON","Stoc magazin suficient","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' ProBook 450 G7, FHD, Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), 8GB DDR4, 256GB SSD, GeForce MX130 2GB, Win 10 Pro, Silver","https://www.pcgarage.ro/notebook-laptop/hp/156-probook-450-g7-fhd-procesor-intel-core-i5-10210u-6m-cache-up-to-420-ghz-8gb-ddr4-256gb-ssd-geforce-mx130-2gb-win-10-pro-silver/","https://4.grgs.ro/images/products/1/9943/2020046/thumbnails/mwl_i5_10-b0086201a3d14636ede2b273ec4527a2.jpg, https://5.grgs.ro/images/products/1/9943/2020046/normal/mwl_i5_10-b0086201a3d14636ede2b273ec4527a2.jpg 2x"
"1613205042-3477","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL 17.3'' Inspiron 5770 (seria 5000), FHD, Procesor Intel® Core™ i7-8550U Processor (8M Cache, up to 4.00 GHz), 8GB DDR4, 1TB + 128GB SSD, Radeon 530 4GB, FingerPrint Reader, Linux, Silver, 3Yr CIS, Backlit","4.086,01 RON","Nu este in stoc","17","https://www.pcgarage.ro/notebook-laptop/pagina17/filtre/placa-video-placa-video-dedicata/","Laptop DELL 17.3'' Inspiron 5770 (seria 5000), FHD, Procesor Intel® Core™ i7-8550U Processor (8M Cache, up to 4.00 GHz), 8GB DDR4, 1TB + 128GB SSD, Radeon 530 4GB, FingerPrint Reader, Linux, Silver, 3Yr CIS, Backlit","https://www.pcgarage.ro/notebook-laptop/dell/173-inspiron-5770-seria-5000-fhd-procesor-intel-core-i7-8550u-processor-8m-cache-up-to-400-ghz-8gb-ddr4-1tb-plus-128gb-ssd-radeon-530-4gb-fingerprint-reader-linux-silver-3yr-cis-backlit/","https://3.grgs.ro/images/products/1/2863/1837708/thumbnails/mwl_i7_8-85ec13c3362bb4bb649d072256170a48.jpg, https://4.grgs.ro/images/products/1/2863/1837708/normal/mwl_i7_8-85ec13c3362bb4bb649d072256170a48.jpg 2x"
"1613205025-3338","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL 15.6'' Latitude 5511 (seria 5000), FHD, Procesor Intel® Core™ i7-10850H (12M Cache, up to 5.10 GHz), 16GB DDR4, 512GB SSD, GeForce MX250 2GB, Win 10 Pro, Grey, 3Yr BOS","8.308,88 RON","Nu este in stoc","14","https://www.pcgarage.ro/notebook-laptop/pagina14/filtre/placa-video-placa-video-dedicata/","Laptop DELL 15.6'' Latitude 5511 (seria 5000), FHD, Procesor Intel® Core™ i7-10850H (12M Cache, up to 5.10 GHz), 16GB DDR4, 512GB SSD, GeForce MX250 2GB, Win 10 Pro, Grey, 3Yr BOS","https://www.pcgarage.ro/notebook-laptop/dell/156-latitude-5511-seria-5000-fhd-procesor-intel-core-i7-10850h-12m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-mx250-2gb-win-10-pro-grey-3yr-bos/","https://1.grgs.ro/images/products/1/1323/2113530/thumbnails/156-latitude-5511-seria-5000-fhd-procesor-intel-core-i7-10850h-12m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-mx250-2gb-win-10-pro-grey-3yr-bos-3c472aeb1401f6a225d32c0856a7a88c.jpg, https://5.grgs.ro/images/products/1/1323/2113530/normal/156-latitude-5511-seria-5000-fhd-procesor-intel-core-i7-10850h-12m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-mx250-2gb-win-10-pro-grey-3yr-bos-3c472aeb1401f6a225d32c0856a7a88c.jpg 2x"
"1613205164-4401","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1027nq, FHD IPS 144Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black","4.998,99 RON","Stoc magazin suficient","4","https://www.pcgarage.ro/notebook-laptop/pagina4/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1027nq, FHD IPS 144Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-ec1027nq-fhd-ips-144hz-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black/","https://1.grgs.ro/images/products/1/7960/2123766/thumbnails/gaming-156-pavilion-15-ec1019nq-fhd-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-8gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1650-4gb-free-d-074e0146326aaec96a22bc4666938dc1.jpg, https://2.grgs.ro/images/products/1/7960/2123766/normal/gaming-156-pavilion-15-ec1019nq-fhd-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-8gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1650-4gb-free-d-074e0146326aaec96a22bc4666938dc1.jpg 2x"
"1613205025-3339","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Win 10 Home, Black, 3Yr CIS","8.780,82 RON","Nu este in stoc","14","https://www.pcgarage.ro/notebook-laptop/pagina14/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Win 10 Home, Black, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis/","https://4.grgs.ro/images/products/1/4273/2072190/thumbnails/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg, https://2.grgs.ro/images/products/1/4273/2072190/normal/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg 2x"
"1613205181-4452","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5P 15IMH05H, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Iron Grey","6.298,99 RON","Stoc magazin suficient","3","https://www.pcgarage.ro/notebook-laptop/pagina3/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5P 15IMH05H, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Iron Grey","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5p-15imh05h-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-iron-grey/","https://5.grgs.ro/images/products/1/2045418/2049938/thumbnails/gaming-156-legion-5p-15imh05h-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-iron-gr-c2c78fc04b1f5c19abe7f7363af60dd2.jpg, https://4.grgs.ro/images/products/1/2045418/2049938/normal/gaming-156-legion-5p-15imh05h-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-iron-gr-c2c78fc04b1f5c19abe7f7363af60dd2.jpg 2x"
"1613204826-990","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' OMEN 15-ek0019nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Free DOS, Shadow Black","10.199,99 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' OMEN 15-ek0019nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-omen-15-ek0019nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-free-dos-shadow-black/","https://2.grgs.ro/images/products/1/4273/2133666/thumbnails/gaming-156-omen-15-ek0000nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-sh-1ea86ab66187902cfaad200d2c5c47e9.jpg, https://3.grgs.ro/images/products/1/4273/2133666/normal/gaming-156-omen-15-ek0000nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-sh-1ea86ab66187902cfaad200d2c5c47e9.jpg 2x"
"1613204790-518","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Chameleon Blue","3.598,99 RON","Stoc magazin suficient","","","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Chameleon Blue","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-blue/","https://3.grgs.ro/images/products/1/7193/2107774/thumbnails/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-blue-45dd1809db48ea13b2a9698576f5ee18.jpg, https://2.grgs.ro/images/products/1/7193/2107774/normal/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-blue-45dd1809db48ea13b2a9698576f5ee18.jpg 2x"
"1613204988-2962","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP 17.3'' ENVY 17-cg0005nq, FHD IPS, Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), 16GB DDR4, 512GB SSD, GeForce MX330 4GB, Win 10 Home, Silver","6.499,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop HP 17.3'' ENVY 17-cg0005nq, FHD IPS, Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), 16GB DDR4, 512GB SSD, GeForce MX330 4GB, Win 10 Home, Silver","https://www.pcgarage.ro/notebook-laptop/hp/173-envy-17-cg0005nq-fhd-ips-procesor-intel-core-i7-1065g7-8m-cache-up-to-390-ghz-16gb-ddr4-512gb-ssd-geforce-mx330-4gb-win-10-home-silver/","https://2.grgs.ro/images/products/1/1034/2048722/thumbnails/173-envy-17-cg0002nn-fhd-ips-procesor-intel-core-i7-1065g7-8m-cache-up-to-390-ghz-16gb-ddr4-512gb-ssd-geforce-mx330-2gb-win-10-home-silver-ce4294f3388b199c45d036406af4c723.jpg, https://1.grgs.ro/images/products/1/1034/2048722/normal/173-envy-17-cg0002nn-fhd-ips-procesor-intel-core-i7-1065g7-8m-cache-up-to-390-ghz-16gb-ddr4-512gb-ssd-geforce-mx330-2gb-win-10-home-silver-ce4294f3388b199c45d036406af4c723.jpg 2x"
"1613204862-1377","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505DT, FHD, Procesor AMD Ryzen™ 7 3750H (4M Cache, up to 4.00 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","3.339,81 RON","Nu este in stoc","16","https://www.pcgarage.ro/notebook-laptop/pagina16/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505DT, FHD, Procesor AMD Ryzen™ 7 3750H (4M Cache, up to 4.00 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-tuf-fx505dt-fhd-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black-1/","https://5.grgs.ro/images/products/1/1979534/2126878/thumbnails/gaming-156-tuf-fx505dt-fhd-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black-6955d4bc3210e328b104da0012e3ef34.jpg, https://5.grgs.ro/images/products/1/1979534/2126878/normal/gaming-156-tuf-fx505dt-fhd-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black-6955d4bc3210e328b104da0012e3ef34.jpg 2x"
"1613204969-2676","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus Duo 15 GX550LXS, FHD 300Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Home, Gunmetal Gray","19.330,16 RON","In stoc furnizor","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus Duo 15 GX550LXS, FHD 300Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Home, Gunmetal Gray","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-zephyrus-duo-15-gx550lxs-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win-10-home-gunmetal-gray/","https://3.grgs.ro/images/products/1/2045418/2068830/thumbnails/gaming-156-rog-zephyrus-duo-15-gx550lxs-uhd-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-1tb-ssd-geforce-rtx-2080-super-8gb-win-fb7193ab70eff80c1a0f90c52bd4127f.jpg, https://5.grgs.ro/images/products/1/2045418/2068830/normal/gaming-156-rog-zephyrus-duo-15-gx550lxs-uhd-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-1tb-ssd-geforce-rtx-2080-super-8gb-win-fb7193ab70eff80c1a0f90c52bd4127f.jpg 2x"
"1613204826-994","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMHg05, FHD IPS 144Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, No OS, Slate Grey","10.699,99 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMHg05, FHD IPS 144Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, No OS, Slate Grey","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-no-os-slate-grey/","https://2.grgs.ro/images/products/1/7193/2056310/thumbnails/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-slate-gr-d06a2f939f22ff7ad7e9a9455fd8eaa9.jpg, https://1.grgs.ro/images/products/1/7193/2056310/normal/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-slate-gr-d06a2f939f22ff7ad7e9a9455fd8eaa9.jpg 2x"
"1613204988-2963","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 14'' ROG Zephyrus G14 GA401IU, FHD 120Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.3 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Eclipse Gray","6.599,72 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 14'' ROG Zephyrus G14 GA401IU, FHD 120Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.3 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Eclipse Gray","https://www.pcgarage.ro/notebook-laptop/asus/gaming-14-rog-zephyrus-g14-ga401iu-fhd-120hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-eclipse-gray/","https://2.grgs.ro/images/products/1/7193/2085706/thumbnails/gaming-14-rog-zephyrus-g14-ga401iu-fhd-120hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-32gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-eclipse-f27df17a35ca4a2d45e48cb2c8c9010c.jpg, https://2.grgs.ro/images/products/1/7193/2085706/normal/gaming-14-rog-zephyrus-g14-ga401iu-fhd-120hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-32gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-eclipse-f27df17a35ca4a2d45e48cb2c8c9010c.jpg 2x"
